0	2.8125	2.9375	0.0625
0.05	2.81135498	2.936345096	0.063292561
0.1	2.804036862	2.92896381	0.068358019
0.15	2.786189257	2.910962146	0.080711783
0.2	2.755235405	2.879741105	0.102137435
0.25	2.710155727	2.834272305	0.13334071
0.3	2.651265364	2.774873608	0.17410347
0.35	2.579991731	2.702984751	0.223437689
0.4	2.498652055	2.620942962	0.279739425
0.45	2.410230929	2.531758596	0.340942804
0.5	2.31815785	2.438890754	0.404673994
0.55	2.22608477	2.346022912	0.468405183
0.6	2.137663644	2.256838546	0.529608562
0.65	2.056323968	2.174796758	0.585910299
0.7	1.985050335	2.1029079	0.635244518
0.75	1.926159972	2.043509204	0.676007278
0.8	1.881080294	1.998040403	0.707210552
0.85	1.850126442	1.966819362	0.728636205
0.9	1.832278837	1.948817698	0.740989969
0.95	1.824960719	1.941436412	0.746055427
1	1.823815699	1.940281508	0.746847988
1.05	1.823731511	1.940036732	0.746851546
1.1	1.823193444	1.938472304	0.746874286
1.15	1.821881193	1.934656938	0.746929747
1.2	1.819605301	1.928039789	0.747025934
1.25	1.816290804	1.918402897	0.747166017
1.3	1.811960871	1.90581363	0.747349016
1.35	1.806720455	1.890577134	0.747570495
1.4	1.800739929	1.873188773	0.747823253
1.45	1.794238738	1.854286577	0.748098017
1.5	1.787469035	1.834603687	0.748384129
1.55	1.780699333	1.814920796	0.748670241
1.6	1.774198141	1.796018601	0.748945005
1.65	1.768217616	1.77863024	0.749197764
1.7	1.762977199	1.763393744	0.749419243
1.75	1.758647266	1.750804477	0.749602242
1.8	1.755332769	1.741167584	0.749742324
1.85	1.753056877	1.734550435	0.749838512
1.9	1.751744626	1.73073507	0.749893972
1.95	1.751206559	1.729170642	0.749916713
2	1.751122371	1.728925865	0.749920271
2.05	1.750621953	1.729533266	0.749866648
2.1	1.747423649	1.733415322	0.749523927
2.15	1.739623549	1.742882976	0.748688092
2.2	1.726095507	1.759303126	0.747238468
2.25	1.706393926	1.783216631	0.745127306
2.3	1.680656538	1.814456316	0.742369365
2.35	1.649507177	1.852264978	0.739031493
2.4	1.613958562	1.895413394	0.73522221
2.45	1.575315076	1.94231832	0.731081291
2.5	1.535075544	1.991160505	0.726769344
2.55	1.494836012	2.04000269	0.722457397
2.6	1.456192527	2.086907617	0.718316477
2.65	1.420643912	2.130056032	0.714507195
2.7	1.38949455	2.167864695	0.711169323
2.75	1.363757162	2.19910438	0.708411382
2.8	1.344055581	2.223017885	0.70630022
2.85	1.330527539	2.239438034	0.704850596
2.9	1.322727439	2.248905688	0.70401476
2.95	1.319529135	2.252787744	0.70367204
3	1.319028717	2.253395145	0.703618417
3.05	1.318569202	2.253323189	0.704137527
3.1	1.315632322	2.252863297	0.707455292
3.15	1.308469786	2.251741703	0.715546741
3.2	1.2960475	2.249796474	0.72958008
3.25	1.277956289	2.246963538	0.75001755
3.3	1.254322624	2.243262699	0.776716277
3.35	1.225719351	2.238783659	0.809029124
3.4	1.193076411	2.233672041	0.845905544
3.45	1.157591569	2.228115404	0.885992435
3.5	1.120641139	2.222329268	0.927734986
3.55	1.083690708	2.216543131	0.969477538
3.6	1.048205866	2.210986494	1.009564428
3.65	1.015562926	2.205874876	1.046440848
3.7	0.986959653	2.201395837	1.078753695
3.75	0.963325989	2.197694998	1.105452422
3.8	0.945234778	2.194862061	1.125889892
3.85	0.932812491	2.192916833	1.139923231
3.9	0.925649956	2.191795238	1.14801468
3.95	0.922713076	2.191335346	1.151332446
4	0.922253561	2.19126339	1.151851556
4.05	0.921810401	2.190887486	1.15182818
4.1	0.918978056	2.188484986	1.151678779
4.15	0.912070463	2.18262571	1.151314418
4.2	0.900090335	2.172463722	1.150682491
4.25	0.882643061	2.157664299	1.149762184
4.3	0.859850611	2.138330901	1.148559929
4.35	0.83226544	2.114932139	1.147104868
4.4	0.80078439	2.088228748	1.145444308
4.45	0.766562592	2.059200554	1.143639179
4.5	0.730927372	2.028973442	1.141759495
4.55	0.695292152	1.998746331	1.139879811
4.6	0.661070354	1.969718136	1.138074682
4.65	0.629589303	1.943014746	1.136414122
4.7	0.602004133	1.919615984	1.134959061
4.75	0.579211683	1.900282585	1.133756807
4.8	0.561764409	1.885483162	1.132836499
4.85	0.54978428	1.875321174	1.132204572
4.9	0.542876687	1.869461898	1.131840211
4.95	0.540044342	1.867059398	1.131690811
5	0.539601183	1.866683494	1.131667435
5.05	0.539730254	1.866432521	1.13168069
5.1	0.540555178	1.864828484	1.131765409
5.15	0.542567024	1.86091652	1.131972024
5.2	0.546056253	1.854131836	1.132330365
5.25	0.551137796	1.844250954	1.132852236
5.3	0.557776128	1.831342948	1.133533987
5.35	0.565810347	1.81572069	1.134359095
5.4	0.574979246	1.797892085	1.135300733
5.45	0.584946392	1.778511318	1.136324351
5.5	0.595325199	1.75833009	1.137390246
5.55	0.605704006	1.738148862	1.138456141
5.6	0.615671152	1.718768095	1.139479759
5.65	0.624840051	1.70093949	1.140421397
5.7	0.63287427	1.685317232	1.141246505
5.75	0.639512603	1.672409226	1.141928256
5.8	0.644594145	1.662528344	1.142450126
5.85	0.648083374	1.65574366	1.142808467
5.9	0.65009522	1.651831696	1.143015082
5.95	0.650920144	1.650227659	1.143099801
6	0.651049215	1.649976686	1.143113057
