0	2.875	1.375	1.375
0.05	2.874275475	1.375391647	1.374995707
0.1	2.869644847	1.377894761	1.374968271
0.15	2.858351559	1.383999418	1.374901359
0.2	2.838765136	1.394586982	1.374785311
0.25	2.810240424	1.410006192	1.374616304
0.3	2.772976835	1.430149257	1.37439552
0.35	2.727877582	1.454527939	1.374128309
0.4	2.67640892	1.482349645	1.373823361
0.45	2.620459383	1.512593516	1.373491864
0.5	2.562199029	1.544086513	1.373146675
0.55	2.503938675	1.57557951	1.372801486
0.6	2.447989139	1.60582338	1.372469989
0.65	2.396520476	1.633645086	1.372165041
0.7	2.351421223	1.658023769	1.371897831
0.75	2.314157634	1.678166833	1.371677046
0.8	2.285632923	1.693586044	1.371508039
0.85	2.266046499	1.704173607	1.371391991
0.9	2.254753211	1.710278264	1.371325079
0.95	2.250122583	1.712781379	1.371297643
1	2.249398058	1.713173026	1.37129335
1.05	2.248908258	1.713479341	1.371489862
1.1	2.245777816	1.715437081	1.372745823
1.15	2.238143217	1.720211666	1.375808892
1.2	2.224902211	1.728492429	1.3811213
1.25	2.205618656	1.740552128	1.388858032
1.3	2.180427361	1.756306457	1.398965001
1.35	2.149938923	1.775373554	1.411197231
1.4	2.115144574	1.797133514	1.42515703
1.45	2.077321021	1.820787902	1.440332173
1.5	2.037935287	1.845419259	1.456134076
1.55	1.998549553	1.870050616	1.47193598
1.6	1.960726	1.893705003	1.487111122
1.65	1.925931651	1.915464964	1.501070922
1.7	1.895443213	1.934532061	1.513303151
1.75	1.870251917	1.950286389	1.523410121
1.8	1.850968363	1.962346088	1.531146853
1.85	1.837727357	1.970626851	1.536459261
1.9	1.830092758	1.975401436	1.539522329
1.95	1.826962316	1.977359177	1.54077829
2	1.826472515	1.977665492	1.540974803
2.05	1.826217152	1.978095333	1.541103842
2.1	1.824585061	1.98084256	1.541928569
2.15	1.820604678	1.987542564	1.543939931
2.2	1.813701332	1.999162663	1.547428321
2.25	1.803647635	2.016085608	1.552508642
2.3	1.790513872	2.038193094	1.559145379
2.35	1.774618385	2.064949269	1.567177667
2.4	1.756477963	2.095484244	1.576344362
2.45	1.736758231	2.128677601	1.586309112
2.5	1.716224039	2.163241904	1.596685424
2.55	1.695689847	2.197806206	1.607061737
2.6	1.675970115	2.230999563	1.617026487
2.65	1.657829693	2.261534538	1.626193182
2.7	1.641934206	2.288290713	1.63422547
2.75	1.628800442	2.310398199	1.640862207
2.8	1.618746746	2.327321144	1.645942528
2.85	1.6118434	2.338941243	1.649430918
2.9	1.607863016	2.345641247	1.65144228
2.95	1.606230926	2.348388474	1.652267006
3	1.605975562	2.348818315	1.652396046
3.05	1.605383658	2.349204552	1.65262386
3.1	1.601600641	2.351673091	1.654079875
3.15	1.592374528	2.357693424	1.65763084
3.2	1.576373293	2.36813474	1.663789428
3.25	1.553069875	2.383340963	1.672758494
3.3	1.522627184	2.40320579	1.684475339
3.35	1.485783104	2.427247727	1.698655963
3.4	1.4437355	2.454685129	1.714839329
3.45	1.398027222	2.484511238	1.732431624
3.5	1.350431109	2.515569219	1.750750512
3.55	1.302834997	2.546627201	1.7690694
3.6	1.257126719	2.576453309	1.786661695
3.65	1.215079115	2.603890712	1.802845061
3.7	1.178235035	2.627932648	1.817025685
3.75	1.147792344	2.647797475	1.82874253
3.8	1.124488926	2.663003699	1.837711597
3.85	1.10848769	2.673445015	1.843870184
3.9	1.099261577	2.679465348	1.847421149
3.95	1.095478561	2.681933887	1.848877164
4	1.094886656	2.682320123	1.849104978
4.05	1.095045277	2.681806321	1.848450717
4.1	1.096059062	2.678522476	1.844269167
4.15	1.098531506	2.670513755	1.834071099
4.2	1.10281957	2.656623894	1.816384161
4.25	1.109064496	2.636395379	1.790625768
4.3	1.117222628	2.609969622	1.756975993
4.35	1.127096226	2.577987145	1.716250454
4.4	1.13836428	2.541487753	1.669773208
4.45	1.150613335	2.501810714	1.619249643
4.5	1.163368297	2.460494943	1.566639363
4.55	1.17612326	2.419179171	1.514029083
4.6	1.188372314	2.379502133	1.463505517
4.65	1.199640369	2.34300274	1.417028272
4.7	1.209513966	2.311020263	1.376302733
4.75	1.217672099	2.284594506	1.342652957
4.8	1.223917025	2.264365991	1.316894564
4.85	1.228205089	2.25047613	1.299207627
4.9	1.230677533	2.242467409	1.289009559
4.95	1.231691318	2.239183565	1.284828009
5	1.231849938	2.238669762	1.284173748
5.05	1.232334592	2.238248395	1.283668342
5.1	1.23543214	2.235555334	1.280438162
5.15	1.242986515	2.228987429	1.27256032
5.2	1.256088386	2.217596436	1.258897447
5.25	1.275169311	2.201007149	1.238999507
5.3	1.3000959	2.179335542	1.213005601
5.35	1.330263968	2.1531069	1.181545782
5.4	1.364692702	2.123173963	1.145642864
5.45	1.402118809	2.090635057	1.106614229
5.5	1.441090683	2.056752236	1.065973641
5.55	1.480062556	2.022869415	1.025333053
5.6	1.517488663	1.990330509	0.986304419
5.65	1.551917397	1.960397572	0.9504015
5.7	1.582085466	1.93416893	0.918941682
5.75	1.607012054	1.912497323	0.892947776
5.8	1.626092979	1.895908036	0.873049836
5.85	1.63919485	1.884517043	0.859386963
5.9	1.646749226	1.877949138	0.851509121
5.95	1.649846773	1.875256076	0.848278941
6	1.650331427	1.87483471	0.847773535
